eng,sim,tra
"Since Pakistani independence from British rule in 1947, the Pakistani President has appointed ""Political Agents"" to govern FATA, who exercise near-complete autonomous control over the areas.",自 1947 年巴基斯坦从英国麾下独立以来，巴基斯坦总统就任命“政治代理”来管理 FATA，而 FATA 则对该地区实行几乎完全的自治。,自 1947 年脫離英國統治獨立後，巴基斯坦總統會任命「政治代理人」來管理聯邦直轄部落地區，後者對於這些地區幾乎有完全的自治權。
These agents are responsible for providing government and judicial services under Article 247 of the Pakistani Constitution.,这些代理人负责根据《巴基斯坦宪法》第 247 条提供政府和司法服务。,根據巴基斯坦憲法第 247 條，這些官員需負責治理與提供司法服務。
"A hostel collapsed in Mecca, the holy city of Islam at about 10 o'clock this morning local time.",当地时间上午约十时，伊斯兰圣城麦加的一家旅馆坍塌了。,當地時間今天早上 10 點，伊斯蘭聖城麥加有一處旅館倒塌。
The building housed a number of pilgrims who came to visit the holy city at the eve of hajj pilgrimage.,这栋楼里住着一些朝圣者，他们是在麦加朝圣前夕来到这座圣城的。,這座建築物留宿了一些在麥加朝覲前夕造訪聖城的朝聖者們。
The hostel's guests were mostly citizens of the United Arab Emirates.,旅馆的客人大多是阿联酋公民。,該青年旅館的房客主要為阿拉伯聯合大公國人民。
"The death toll is at least 15, a figure which is expected to rise.",死亡人数至少为 15 人，预计还会增加。,至少 15 人死亡，預期這個數字會繼續上升。
"Leonov, also known as ""cosmonaut No. 11"", was part of the Soviet Union's original team of cosmonauts.",被称为“11 号宇航员”的列昂诺夫是苏联最早的宇航员团队中的一员。,雷歐諾夫，又名「11 號太空人」，是蘇聯最早的太空飛行員團隊成員。
"On March 18, 1965, he performed the first manned extravehicular activity (EVA), or ""spacewalk"", remaining alone outside the spacecraft for just over twelve minutes.",1965 年 3 月 18 日，他完成了首次载人舱外活动（ EVA，俗称“太空漫步”），在航天器外独自维持了 12 分钟多一点。,1965 年 3 月 18 日，他執行首次太空載具外活動 (EVA) ，或稱「太空漫步」，獨自待在太空船外剛好超過 12 分鐘。
"He received the ""Hero of the Soviet Union"", the Soviet Union's highest honor, for his work.",由于工作表现出色，他获得了苏联最高荣誉“苏联英雄”的称号。,他因此成就得到蘇聯最高榮譽「蘇聯英雄」的稱號。
"Ten years later, he led the Soviet part of the Apollo–Soyuz mission symbolizing that the Space Race was over.",十年之后，他领导了阿波罗-联盟号任务的苏联部分，这标志着太空竞赛已经结束。,10 年後，他帶領阿波羅-聯盟測試計劃中的蘇聯部份，象徵了太空競賽的結束。
"She said, ""There is no intelligence to suggest that an attack is expected imminently.",她说：“没有情报表明近期会有袭击发生。,她說：「無情報指出會發生立即性的攻擊。
"However, the reduction of the threat level to severe does not mean the overall threat has gone away.""",“然而，把威胁等级降到严重级别并不意味着整体威胁已经消失。”,然而，威脅程度降低至『嚴重』並不代表整體的威脅消失了。」
"While authorities are unsure of the credibility of the threat, the Maryland Transportaion Authority made the closure with the urging of the FBI.",尽管当局还不确定威胁是否属实，但马里兰运输局在联邦调查局的敦促下关闭了该设施。,馬里蘭交通管理局無法確定威脅是否屬實，但在聯邦調查局的力勸下依然決定關閉。
Dump trucks were used to block tube entrances and assistance of 80 police were on hand to direct motorists to detours.,自卸卡车用来封锁隧道入口， 80 名警察于现场协助指挥驾车者绕行。,自卸卡車被用來堵住隧道的各個入口處，並在 80 名警力的協助下指揮駕駛們改道行駛。
"There were no heavy traffic delays reported on the beltway, the city's alternate route.",在该市的备用线路即环城高速公路上，没有出现严重的交通延误。,該市的替代路線環城高速公路並未傳出嚴重塞車的情況。
Nigeria previously announced it planned to join the AfCFTA in the week leading up to the summit.,尼日利亚日前宣布，计划在峰会召开的前一周内加入非洲大陆自由贸易区 (AfCFTA)。,奈及利亞此前宣布，計畫在峰會舉行前一周加入非洲大陸自由貿易區協定 (AfCFTA)。
AU trade and industry commissioner Albert Muchanga announced Benin was to join.,非洲联盟贸易和工业专员艾伯特·穆坎加宣布贝宁将加入联盟。,非洲聯盟貿易及工業處長阿爾伯特·穆昌加 (Albert Muchanga) 宣布貝南共和國即將加入。
"The commissioner said, ""We haven't yet agreed on rules of origin and tariff con[c]essions, but the framework we have is enough to start trading on July 1, 2020"".",特派员表示：“我们尚未就原产地规则和关税协定达成一致，但我们现有的框架足以满足 2020 年 7 月 1 日开始贸易的需要。”,該委員表示：「我們尚未在原產地規則和關稅減讓上取得協議， 但我們所建立的架構已足以讓我們在 2020 年 7 月 1 日開始進行交易」。
"The station maintained its attitude, despite the loss of a gyroscope earlier in the space station mission, until the end of the spacewalk.",尽管早些时候在空间站任务中丢失了一个陀螺仪，但空间站一直保持着它的姿态，直到太空行走任务结束。,雖然該站在先前的太空站任務中損失陀螺儀，但還是維持了其姿態直到太空漫步結束。
Chiao and Sharipov reported being a safe distance from the attitude adjustment thrusters.,据报告，焦立中（Chiao）和沙里波夫（Sharipov）与调姿推进器的距离是安全的。,據報導，焦立中和沙里波夫與姿態調整推進器保持安全距離。
Russian ground control activated the jets and normal attitude of the station was regained.,俄罗斯地面控制中心启动了飞机，空间站随即恢复正常姿态。,俄羅斯的地面控制中心啟動了噴射口，接著太空站就重新恢復了正常姿態。
"The case was prosecuted in Virginia because it is the home to the leading internet service provider AOL, the company who instigated the charges.",作为发起指控的公司，领先的互联网服务提供商美国在线 (AOL) 的总部位于弗吉尼亚州，因此这起案件在弗吉尼亚州起诉。,嫌犯在維吉尼亞遭到起訴，因為那裡是提告者，也就是網路服務供應商龍頭 AOL 的所在地。
"This is the first time a conviction has been gained using the legislation enacted in 2003 to curb bulk e-mail, aka spam, from unsolicited distribution into users mailboxes.",这是首次按照 2003 年颁布的法律来定罪，该法律旨在遏制未经请求就向用户邮箱发送大量电子邮件（又称垃圾邮件）的行为。,自 2003 年頒布法規，遏止未經收信人許可寄發大量郵件（亦即垃圾郵件）至使用者信箱以來，這是第一次依該法規定罪。
21-year-old Jesus joined Manchester City last year in January 2017 from Brazilian club Palmeiras for a reported fee of £27 million.,21 岁的杰西（Jesus）于 2017 年 1 月从巴西的帕尔梅拉斯足球俱乐部加盟曼城，据报道其转会费为 2700 万英镑。,21 歲的熱蘇斯於 2017 年 1 月從巴西的帕梅拉斯體育俱樂部加入了曼徹斯特城足球俱樂部，據傳報酬為 2700 萬英鎊。
"Since then, the Brazilian has featured in 53 matches for the club in all competitions and has scored 24 goals.",从那以后，这位巴西人代表该俱乐部参加了全部比赛中的 53 场，并打进了 24 球。,自此之後，這位巴西選手共為該球隊踢了 53 場球賽，進了 24 球。
Dr. Lee also expressed his concern about reports that children in Turkey have now become infected with the A(H5N1) avian influenza virus without becoming ill.,李博士还对感染了 H5N1 禽流感病毒的土耳其儿童尚未发病的报道表示关切。,李醫生也對土耳其出現的兒童無症狀感染 A (H5N1) 型禽流感病毒的報導表達關切。
"Some studies suggest that the disease must become less lethal before it can cause a global epidemic, he noted.",他特别提到一些研究表明，在引发全球性疫情之前，这种疾病必须先降低自身的致命性。,他指出，部分研究認為這種疾病必須先變得較不致命，才有可能造成全球大流行。
